Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,2006,Arable land (hectares),AG.LND.ARBL.HA,5155000
Philippines,PHL,2005,Arable land (hectares),AG.LND.ARBL.HA,5005000
Philippines,PHL,2004,Arable land (hectares),AG.LND.ARBL.HA,5120000
Philippines,PHL,2003,Arable land (hectares),AG.LND.ARBL.HA,4970000
Philippines,PHL,2002,Arable land (hectares),AG.LND.ARBL.HA,4935000
Philippines,PHL,2001,Arable land (hectares),AG.LND.ARBL.HA,4984000
Philippines,PHL,2000,Arable land (hectares),AG.LND.ARBL.HA,5034000
Philippines,PHL,1999,Arable land (hectares),AG.LND.ARBL.HA,5085000
Philippines,PHL,1998,Arable land (hectares),AG.LND.ARBL.HA,5135000
Philippines,PHL,1997,Arable land (hectares),AG.LND.ARBL.HA,5185000
Philippines,PHL,1996,Arable land (hectares),AG.LND.ARBL.HA,5235000
Philippines,PHL,1995,Arable land (hectares),AG.LND.ARBL.HA,5285000
Philippines,PHL,1994,Arable land (hectares),AG.LND.ARBL.HA,5335000
Philippines,PHL,1993,Arable land (hectares),AG.LND.ARBL.HA,5385000
Philippines,PHL,1992,Arable land (hectares),AG.LND.ARBL.HA,5435000
Philippines,PHL,1991,Arable land (hectares),AG.LND.ARBL.HA,5487000
Philippines,PHL,1990,Arable land (hectares),AG.LND.ARBL.HA,5480000
Philippines,PHL,1989,Arable land (hectares),AG.LND.ARBL.HA,5460000
Philippines,PHL,1988,Arable land (hectares),AG.LND.ARBL.HA,5440000
Philippines,PHL,1987,Arable land (hectares),AG.LND.ARBL.HA,5420000
Philippines,PHL,1986,Arable land (hectares),AG.LND.ARBL.HA,5400000
Philippines,PHL,1985,Arable land (hectares),AG.LND.ARBL.HA,5350000
Philippines,PHL,1984,Arable land (hectares),AG.LND.ARBL.HA,5280000
Philippines,PHL,1983,Arable land (hectares),AG.LND.ARBL.HA,5260000
Philippines,PHL,1982,Arable land (hectares),AG.LND.ARBL.HA,5240000
Philippines,PHL,1981,Arable land (hectares),AG.LND.ARBL.HA,5220000
Philippines,PHL,1980,Arable land (hectares),AG.LND.ARBL.HA,5228000
Philippines,PHL,1979,Arable land (hectares),AG.LND.ARBL.HA,5200000
Philippines,PHL,1978,Arable land (hectares),AG.LND.ARBL.HA,5150000
Philippines,PHL,1977,Arable land (hectares),AG.LND.ARBL.HA,5100000
Philippines,PHL,1976,Arable land (hectares),AG.LND.ARBL.HA,5000000
Philippines,PHL,1975,Arable land (hectares),AG.LND.ARBL.HA,4850000
Philippines,PHL,1974,Arable land (hectares),AG.LND.ARBL.HA,4800000
Philippines,PHL,1973,Arable land (hectares),AG.LND.ARBL.HA,4750000
Philippines,PHL,1972,Arable land (hectares),AG.LND.ARBL.HA,4700000
Philippines,PHL,1971,Arable land (hectares),AG.LND.ARBL.HA,4644000
Philippines,PHL,1970,Arable land (hectares),AG.LND.ARBL.HA,4670000
Philippines,PHL,1969,Arable land (hectares),AG.LND.ARBL.HA,4700000
Philippines,PHL,1968,Arable land (hectares),AG.LND.ARBL.HA,4730000
Philippines,PHL,1967,Arable land (hectares),AG.LND.ARBL.HA,4760000
Philippines,PHL,1966,Arable land (hectares),AG.LND.ARBL.HA,4800000
Philippines,PHL,1965,Arable land (hectares),AG.LND.ARBL.HA,4820000
Philippines,PHL,1964,Arable land (hectares),AG.LND.ARBL.HA,4840000
Philippines,PHL,1963,Arable land (hectares),AG.LND.ARBL.HA,4860000
Philippines,PHL,1962,Arable land (hectares),AG.LND.ARBL.HA,4880000
Philippines,PHL,1961,Arable land (hectares),AG.LND.ARBL.HA,4901000
Philippines,PHL,2018,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0524137546669104
Philippines,PHL,2017,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0531505633470045
Philippines,PHL,2016,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0539243144946281
Philippines,PHL,2015,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0547431641701662
Philippines,PHL,2014,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0556146208032488
Philippines,PHL,2013,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0565379985212734
Philippines,PHL,2012,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0573999436431306
Philippines,PHL,2011,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.057026234233698
Philippines,PHL,2010,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0564029093514576
Philippines,PHL,2009,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0595146884469362
Philippines,PHL,2008,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0599546982300174
Philippines,PHL,2007,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0591686312926538
Philippines,PHL,2006,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0586537457755507
Philippines,PHL,2005,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0579777291614343
Philippines,PHL,2004,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0604411181682412
Philippines,PHL,2003,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0598420482981921
Philippines,PHL,2002,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.06065242094722
Philippines,PHL,2001,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0625557992646154
Philippines,PHL,2000,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0645452826508319
Philippines,PHL,1999,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0666221846214852
Philippines,PHL,1998,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0687674011824163
Philippines,PHL,1997,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0709973653747205
Philippines,PHL,1996,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0733175379206079
Philippines,PHL,1995,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0757335981195828
Philippines,PHL,1994,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.078247782375713
Philippines,PHL,1993,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0808632573936497
Philippines,PHL,1992,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0835895053045423
Philippines,PHL,1991,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0864710202705753
Philippines,PHL,1990,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0885367967894231
Philippines,PHL,1989,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0904860872834764
Philippines,PHL,1988,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0925248761378498
Philippines,PHL,1987,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0946496161146036
Philippines,PHL,1986,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0968516992074625
Philippines,PHL,1985,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0985705683096249
Philippines,PHL,1984,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0999488008481716
Philippines,PHL,1983,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.102316894094817
Philippines,PHL,1982,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.104750633121622
Philippines,PHL,1981,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.107246689636771
Philippines,PHL,1980,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.11039377912895
Philippines,PHL,1979,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.112847604258382
Philippines,PHL,1978,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.114856690630828
Philippines,PHL,1977,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.116893614090402
Philippines,PHL,1976,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.117794901125198
Philippines,PHL,1975,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.117473972430336
Philippines,PHL,1974,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.11956880499698
Philippines,PHL,1973,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.121723838132511
Philippines,PHL,1972,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.123934035450408
Philippines,PHL,1971,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.126025524564964
Philippines,PHL,1970,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.130433843912472
Philippines,PHL,1969,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.135110626424896
Philippines,PHL,1968,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.139960692054432
Philippines,PHL,1967,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.145015974606362
Philippines,PHL,1966,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.150639393613674
Philippines,PHL,1965,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.155936605234869
Philippines,PHL,1964,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.161555811841821
Philippines,PHL,1963,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.167513251987152
Philippines,PHL,1962,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.173805607332175
Philippines,PHL,1961,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.180442200839643
Philippines,PHL,2018,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2017,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2016,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2015,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2014,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2013,Arable land (% of land area),AG.LND.ARBL.ZS,18.7476942683704
Philippines,PHL,2012,Arable land (% of land area),AG.LND.ARBL.ZS,18.7141563537579
Philippines,PHL,2011,Arable land (% of land area),AG.LND.ARBL.ZS,18.2781634637958
Philippines,PHL,2010,Arable land (% of land area),AG.LND.ARBL.ZS,17.7750947446088
Philippines,PHL,2009,Arable land (% of land area),AG.LND.ARBL.ZS,18.4458530368582
Philippines,PHL,2008,Arable land (% of land area),AG.LND.ARBL.ZS,18.2781634637958
Philippines,PHL,2007,Arable land (% of land area),AG.LND.ARBL.ZS,17.7415568299963
Philippines,PHL,2006,Arable land (% of land area),AG.LND.ARBL.ZS,17.288794982728
Philippines,PHL,2005,Arable land (% of land area),AG.LND.ARBL.ZS,16.7857262635409
Philippines,PHL,2004,Arable land (% of land area),AG.LND.ARBL.ZS,17.1714122815843
Philippines,PHL,2003,Arable land (% of land area),AG.LND.ARBL.ZS,16.6683435623973
Philippines,PHL,2002,Arable land (% of land area),AG.LND.ARBL.ZS,16.5509608612536
Philippines,PHL,2001,Arable land (% of land area),AG.LND.ARBL.ZS,16.7152966428547
Philippines,PHL,2000,Arable land (% of land area),AG.LND.ARBL.ZS,16.8829862159171
Philippines,PHL,1999,Arable land (% of land area),AG.LND.ARBL.ZS,17.0540295804407
Philippines,PHL,1998,Arable land (% of land area),AG.LND.ARBL.ZS,17.221719153503
Philippines,PHL,1997,Arable land (% of land area),AG.LND.ARBL.ZS,17.3894087265654
Philippines,PHL,1996,Arable land (% of land area),AG.LND.ARBL.ZS,17.5570982996277
Philippines,PHL,1995,Arable land (% of land area),AG.LND.ARBL.ZS,17.7247878726901
Philippines,PHL,1994,Arable land (% of land area),AG.LND.ARBL.ZS,17.8924774457524
Philippines,PHL,1993,Arable land (% of land area),AG.LND.ARBL.ZS,18.0601670188148
Philippines,PHL,1992,Arable land (% of land area),AG.LND.ARBL.ZS,18.2278565918771
Philippines,PHL,1991,Arable land (% of land area),AG.LND.ARBL.ZS,18.402253747862
Philippines,PHL,1990,Arable land (% of land area),AG.LND.ARBL.ZS,18.3787772076332
Philippines,PHL,1989,Arable land (% of land area),AG.LND.ARBL.ZS,18.3117013784083
Philippines,PHL,1988,Arable land (% of land area),AG.LND.ARBL.ZS,18.2446255491834
Philippines,PHL,1987,Arable land (% of land area),AG.LND.ARBL.ZS,18.1775497199584
Philippines,PHL,1986,Arable land (% of land area),AG.LND.ARBL.ZS,18.1104738907335
Philippines,PHL,1985,Arable land (% of land area),AG.LND.ARBL.ZS,17.9427843176711
Philippines,PHL,1984,Arable land (% of land area),AG.LND.ARBL.ZS,17.7080189153838
Philippines,PHL,1983,Arable land (% of land area),AG.LND.ARBL.ZS,17.6409430861589
Philippines,PHL,1982,Arable land (% of land area),AG.LND.ARBL.ZS,17.573867256934
Philippines,PHL,1981,Arable land (% of land area),AG.LND.ARBL.ZS,17.506791427709
Philippines,PHL,1980,Arable land (% of land area),AG.LND.ARBL.ZS,17.533621759399
Philippines,PHL,1979,Arable land (% of land area),AG.LND.ARBL.ZS,17.4397155984841
Philippines,PHL,1978,Arable land (% of land area),AG.LND.ARBL.ZS,17.2720260254217
Philippines,PHL,1977,Arable land (% of land area),AG.LND.ARBL.ZS,17.1043364523594
Philippines,PHL,1976,Arable land (% of land area),AG.LND.ARBL.ZS,16.7689573062347
Philippines,PHL,1975,Arable land (% of land area),AG.LND.ARBL.ZS,16.2658885870477
Philippines,PHL,1974,Arable land (% of land area),AG.LND.ARBL.ZS,16.097119286361
Philippines,PHL,1973,Arable land (% of land area),AG.LND.ARBL.ZS,15.9273044294672
Philippines,PHL,1972,Arable land (% of land area),AG.LND.ARBL.ZS,15.7580634345873
Philippines,PHL,1971,Arable land (% of land area),AG.LND.ARBL.ZS,15.5703077851539
Philippines,PHL,1970,Arable land (% of land area),AG.LND.ARBL.ZS,15.6574800509622
Philippines,PHL,1969,Arable land (% of land area),AG.LND.ARBL.ZS,15.7580634345873
Philippines,PHL,1968,Arable land (% of land area),AG.LND.ARBL.ZS,15.8586468182123
Philippines,PHL,1967,Arable land (% of land area),AG.LND.ARBL.ZS,15.9592302018373
Philippines,PHL,1966,Arable land (% of land area),AG.LND.ARBL.ZS,16.093341380004
Philippines,PHL,1965,Arable land (% of land area),AG.LND.ARBL.ZS,16.1603969690874
Philippines,PHL,1964,Arable land (% of land area),AG.LND.ARBL.ZS,16.2274525581707
Philippines,PHL,1963,Arable land (% of land area),AG.LND.ARBL.ZS,16.2945081472541
Philippines,PHL,1962,Arable land (% of land area),AG.LND.ARBL.ZS,16.3615637363374
Philippines,PHL,1961,Arable land (% of land area),AG.LND.ARBL.ZS,16.4319721048749
Philippines,PHL,2018,Land under cereal production (hectares),AG.LND.CREL.HA,7311944
Philippines,PHL,2017,Land under cereal production (hectares),AG.LND.CREL.HA,7364505
Philippines,PHL,2016,Land under cereal production (hectares),AG.LND.CREL.HA,7040630
Philippines,PHL,2015,Land under cereal production (hectares),AG.LND.CREL.HA,7218290
Philippines,PHL,2014,Land under cereal production (hectares),AG.LND.CREL.HA,7351234
Philippines,PHL,2013,Land under cereal production (hectares),AG.LND.CREL.HA,7309980
Philippines,PHL,2012,Land under cereal production (hectares),AG.LND.CREL.HA,7284199
Philippines,PHL,2011,Land under cereal production (hectares),AG.LND.CREL.HA,7081336
Philippines,PHL,2010,Land under cereal production (hectares),AG.LND.CREL.HA,6853269
Philippines,PHL,2009,Land under cereal production (hectares),AG.LND.CREL.HA,7216272
Philippines,PHL,2008,Land under cereal production (hectares),AG.LND.CREL.HA,7121079
Philippines,PHL,2007,Land under cereal production (hectares),AG.LND.CREL.HA,6921286
Philippines,PHL,2006,Land under cereal production (hectares),AG.LND.CREL.HA,6730683
Philippines,PHL,2005,Land under cereal production (hectares),AG.LND.CREL.HA,6512315
Philippines,PHL,2004,Land under cereal production (hectares),AG.LND.CREL.HA,6653886
Philippines,PHL,2003,Land under cereal production (hectares),AG.LND.CREL.HA,6416363
Philippines,PHL,2002,Land under cereal production (hectares),AG.LND.CREL.HA,6441894
Philippines,PHL,2001,Land under cereal production (hectares),AG.LND.CREL.HA,6552289
Philippines,PHL,2000,Land under cereal production (hectares),AG.LND.CREL.HA,6548909
Philippines,PHL,1999,Land under cereal production (hectares),AG.LND.CREL.HA,6642553
Philippines,PHL,1998,Land under cereal production (hectares),AG.LND.CREL.HA,5526969
Philippines,PHL,1997,Land under cereal production (hectares),AG.LND.CREL.HA,6571201
Philippines,PHL,1996,Land under cereal production (hectares),AG.LND.CREL.HA,6691299
Philippines,PHL,1995,Land under cereal production (hectares),AG.LND.CREL.HA,6454283
Philippines,PHL,1994,Land under cereal production (hectares),AG.LND.CREL.HA,6661655
Philippines,PHL,1993,Land under cereal production (hectares),AG.LND.CREL.HA,6434213
Philippines,PHL,1992,Land under cereal production (hectares),AG.LND.CREL.HA,6531837
Philippines,PHL,1991,Land under cereal production (hectares),AG.LND.CREL.HA,7017668
Philippines,PHL,1990,Land under cereal production (hectares),AG.LND.CREL.HA,7138449
Philippines,PHL,1989,Land under cereal production (hectares),AG.LND.CREL.HA,7186639
Philippines,PHL,1988,Land under cereal production (hectares),AG.LND.CREL.HA,7137905
Philippines,PHL,1987,Land under cereal production (hectares),AG.LND.CREL.HA,6938690
Philippines,PHL,1986,Land under cereal production (hectares),AG.LND.CREL.HA,6966010
Philippines,PHL,1985,Land under cereal production (hectares),AG.LND.CREL.HA,6913710
Philippines,PHL,1984,Land under cereal production (hectares),AG.LND.CREL.HA,6449370
Philippines,PHL,1983,Land under cereal production (hectares),AG.LND.CREL.HA,6414370
Philippines,PHL,1982,Land under cereal production (hectares),AG.LND.CREL.HA,6403110
Philippines,PHL,1981,Land under cereal production (hectares),AG.LND.CREL.HA,6811530
Philippines,PHL,1980,Land under cereal production (hectares),AG.LND.CREL.HA,6707820
Philippines,PHL,1979,Land under cereal production (hectares),AG.LND.CREL.HA,6851880
Philippines,PHL,1978,Land under cereal production (hectares),AG.LND.CREL.HA,6830430
Philippines,PHL,1977,Land under cereal production (hectares),AG.LND.CREL.HA,6775860
Philippines,PHL,1976,Land under cereal production (hectares),AG.LND.CREL.HA,6890000
Philippines,PHL,1975,Land under cereal production (hectares),AG.LND.CREL.HA,6871710
Philippines,PHL,1974,Land under cereal production (hectares),AG.LND.CREL.HA,6651940
Philippines,PHL,1973,Land under cereal production (hectares),AG.LND.CREL.HA,6257620
Philippines,PHL,1972,Land under cereal production (hectares),AG.LND.CREL.HA,5549730
Philippines,PHL,1971,Land under cereal production (hectares),AG.LND.CREL.HA,5796990
Philippines,PHL,1970,Land under cereal production (hectares),AG.LND.CREL.HA,5625250
Philippines,PHL,1969,Land under cereal production (hectares),AG.LND.CREL.HA,5615430
Philippines,PHL,1968,Land under cereal production (hectares),AG.LND.CREL.HA,5588250
Philippines,PHL,1967,Land under cereal production (hectares),AG.LND.CREL.HA,5551900
Philippines,PHL,1966,Land under cereal production (hectares),AG.LND.CREL.HA,5254020
Philippines,PHL,1965,Land under cereal production (hectares),AG.LND.CREL.HA,5215260
Philippines,PHL,1964,Land under cereal production (hectares),AG.LND.CREL.HA,5122420
Philippines,PHL,1963,Land under cereal production (hectares),AG.LND.CREL.HA,4985020
Philippines,PHL,1962,Land under cereal production (hectares),AG.LND.CREL.HA,5110820
Philippines,PHL,1961,Land under cereal production (hectares),AG.LND.CREL.HA,5195460
Philippines,PHL,2018,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.9427843176711
Philippines,PHL,2017,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.9427843176711
Philippines,PHL,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.9427843176711
Philippines,PHL,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.9427843176711
Philippines,PHL,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.9427843176711
Philippines,PHL,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.9427843176711
Philippines,PHL,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.9427843176711
Philippines,PHL,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.8086326592212
Philippines,PHL,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.7750947446088
Philippines,PHL,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,17.1043364523594
Philippines,PHL,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,16.9701847939095
Philippines,PHL,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,16.7689573062347
Philippines,PHL,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,16.5174229466412
Philippines,PHL,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,16.2658885870477
Philippines,PHL,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,16.2658885870477
Philippines,PHL,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.9975852701479
Philippines,PHL,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.7628198678606
Philippines,PHL,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.7628198678606
Philippines,PHL,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.7628198678606
Philippines,PHL,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.7628198678606
Philippines,PHL,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.7628198678606
Philippines,PHL,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.7628198678606
Philippines,PHL,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,15.0920615756112
Philippines,PHL,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824294865
Philippines,PHL,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.0859241372371
Philippines,PHL,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.4151658449878
Philippines,PHL,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,13.4151658449878
Philippines,PHL,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,12.4090284066137
Philippines,PHL,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,11.7382701143643
Philippines,PHL,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,10.731412857574
Philippines,PHL,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,10.0593501659793
Philippines,PHL,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.72306041708577
Philippines,PHL,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.38778247166901
Philippines,PHL,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.38778247166901
Philippines,PHL,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.05250452625226
Philippines,PHL,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.05250452625226
Philippines,PHL,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,9.05250452625226
Philippines,PHL,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.38194863541876
Philippines,PHL,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.38194863541876
Philippines,PHL,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,8.38194863541876
Philippines,PHL,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.37611479916851
Philippines,PHL,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,7.04083685375176
Philippines,PHL,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.70555890833501
Philippines,PHL,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,6979.687988
Philippines,PHL,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,6979.687988
Philippines,PHL,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,6979.687988
Philippines,PHL,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.377468236
Philippines,PHL,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.377468236
Philippines,PHL,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.377468236
Philippines,PHL,2020,Forest area (sq. km),AG.LND.FRST.K2,71885.9
Philippines,PHL,2019,Forest area (sq. km),AG.LND.FRST.K2,71537
Philippines,PHL,2018,Forest area (sq. km),AG.LND.FRST.K2,71188.1
Philippines,PHL,2017,Forest area (sq. km),AG.LND.FRST.K2,70839.3
Philippines,PHL,2016,Forest area (sq. km),AG.LND.FRST.K2,70490.4
Philippines,PHL,2015,Forest area (sq. km),AG.LND.FRST.K2,70141.5
Philippines,PHL,2014,Forest area (sq. km),AG.LND.FRST.K2,69792.64
Philippines,PHL,2013,Forest area (sq. km),AG.LND.FRST.K2,69443.78
Philippines,PHL,2012,Forest area (sq. km),AG.LND.FRST.K2,69094.92
Philippines,PHL,2011,Forest area (sq. km),AG.LND.FRST.K2,68746.06
Philippines,PHL,2010,Forest area (sq. km),AG.LND.FRST.K2,68397.2
Philippines,PHL,2009,Forest area (sq. km),AG.LND.FRST.K2,68866.74
Philippines,PHL,2008,Forest area (sq. km),AG.LND.FRST.K2,69336.28
Philippines,PHL,2007,Forest area (sq. km),AG.LND.FRST.K2,69805.82
Philippines,PHL,2006,Forest area (sq. km),AG.LND.FRST.K2,70275.36
Philippines,PHL,2005,Forest area (sq. km),AG.LND.FRST.K2,70744.9
Philippines,PHL,2004,Forest area (sq. km),AG.LND.FRST.K2,71214.44
Philippines,PHL,2003,Forest area (sq. km),AG.LND.FRST.K2,71683.98
Philippines,PHL,2002,Forest area (sq. km),AG.LND.FRST.K2,72153.52
Philippines,PHL,2001,Forest area (sq. km),AG.LND.FRST.K2,72623.06
Philippines,PHL,2000,Forest area (sq. km),AG.LND.FRST.K2,73092.6
Philippines,PHL,1999,Forest area (sq. km),AG.LND.FRST.K2,73562.15
Philippines,PHL,1998,Forest area (sq. km),AG.LND.FRST.K2,74031.7
Philippines,PHL,1997,Forest area (sq. km),AG.LND.FRST.K2,74501.25
Philippines,PHL,1996,Forest area (sq. km),AG.LND.FRST.K2,74970.8
Philippines,PHL,1995,Forest area (sq. km),AG.LND.FRST.K2,75440.35
Philippines,PHL,1994,Forest area (sq. km),AG.LND.FRST.K2,75909.9
Philippines,PHL,1993,Forest area (sq. km),AG.LND.FRST.K2,76379.45
Philippines,PHL,1992,Forest area (sq. km),AG.LND.FRST.K2,76849
Philippines,PHL,1991,Forest area (sq. km),AG.LND.FRST.K2,77318.55
Philippines,PHL,1990,Forest area (sq. km),AG.LND.FRST.K2,77788.1
Philippines,PHL,2020,Forest area (% of land area),AG.LND.FRST.ZS,24.1090317604051
